Date & Time,Longitude,Latitude,GPS Hight,GPS Speed,GPS Satellites,GPS Heading,PCC Average SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK1 SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK2 SINR1(Normal/csi-MeasSubframeSet1)(dB),Serving Cell PCI,Serving Cell RSRP(dBm),Serving Cell RSRQ(dB),Serving Cell RSSI(dBm)
	2013-11-29 15:31:58,	116.621568,	40.305393,	45.60,	14.44,	10,	119.72,3.00,4.41,-0.75,103,-119,-14,-85
	2013-11-29 15:31:59,	116.621602,	40.305372,	45.60,	13.43,	9,	127.65,5.36,6.93,1.30,103,-115,-13,-83
	2013-11-29 15:32:00,	116.621602,	40.305372,	45.60,	13.43,	9,	127.65,5.71,8.20,0.56,103,-117,-11,-85
	2013-11-29 15:32:01,	116.621653,	40.305315,	46.00,	13.37,	9,	134.16,5.57,6.93,0.68,103,-115,-13,-83
	2013-11-29 15:32:02,	116.621690,	40.305238,	46.10,	15.17,	9,	154.14,4.11,5.73,0.25,103,-118,-13,-85
	2013-11-29 15:32:03,	116.621690,	40.305238,	46.10,	15.17,	9,	154.14,7.91,8.80,2.24,,,,
	2013-11-29 15:32:04,	116.621715,	40.305143,	46.00,	0.00,	9,	0.00,7.52,8.71,1.68,103,-114,-13,-81
	2013-11-29 15:32:05,	116.621715,	40.305143,	46.00,	0.00,	9,	0.00,5.66,7.20,1.17,103,-115,-13,-83
	2013-11-29 15:32:06,	116.621722,	40.305092,	46.00,	0.00,	9,	0.00,5.70,7.09,0.98,103,-115,-13,-82
	2013-11-29 15:32:07,	116.621722,	40.305092,	46.00,	0.00,	9,	0.00,5.11,6.90,0.74,103,-116,-13,-83
	2013-11-29 15:32:08,	116.621738,	40.304917,	45.90,	0.00,	9,	0.00,6.31,8.04,1.97,103,-114,-11,-83
	2013-11-29 15:32:09,	116.621745,	40.304857,	45.80,	23.44,	10,	175.53,7.20,9.19,2.66,103,-114,-13,-81
	2013-11-29 15:32:10,	116.621745,	40.304857,	45.80,	23.44,	10,	175.53,5.36,7.17,1.12,103,-113,-12,-80
	2013-11-29 15:32:11,	116.621745,	40.304857,	45.80,	23.44,	10,	175.53,7.17,7.66,1.25,103,-115,-11,-83
	2013-11-29 15:32:12,	116.621760,	40.304723,	45.70,	26.67,	9,	174.63,6.90,8.35,2.38,103,-114,-11,-82
	2013-11-29 15:32:13,	116.621767,	40.304653,	45.70,	0.00,	10,	0.00,6.90,7.59,1.45,103,-114,-13,-81
	2013-11-29 15:32:14,	116.621773,	40.304582,	45.60,	28.46,	10,	175.86,7.17,8.16,1.57,103,-114,-13,-81
	2013-11-29 15:32:15,	116.621780,	40.304508,	45.60,	29.00,	10,	175.96,7.77,8.37,1.91,103,-112,-13,-79
	2013-11-29 15:32:16,	116.621780,	40.304508,	45.60,	29.00,	10,	175.96,7.49,8.78,1.82,103,-112,-13,-80
	2013-11-29 15:32:17,	116.621798,	40.304362,	45.50,	29.65,	10,	174.49,7.47,8.67,1.99,103,-113,-14,-80
	2013-11-29 15:32:18,	116.621810,	40.304287,	45.40,	0.00,	10,	0.00,5.73,7.01,1.17,103,-114,-13,-81
	2013-11-29 15:32:19,	116.621818,	40.304212,	45.40,	29.98,	10,	174.02,6.96,8.14,1.97,103,-114,-13,-81
	2013-11-29 15:32:20,	116.621827,	40.304137,	45.30,	30.13,	10,	174.95,7.86,8.39,1.91,103,-113,-12,-81
	2013-11-29 15:32:21,	116.621827,	40.304137,	45.30,	30.13,	10,	174.95,7.17,8.29,1.82,103,-115,-11,-84
	2013-11-29 15:32:22,	116.621842,	40.303985,	45.20,	30.24,	10,	175.20,7.14,8.82,2.68,103,-112,-11,-82
	2013-11-29 15:32:23,	116.621850,	40.303912,	45.20,	30.06,	10,	175.20,6.82,8.23,1.84,103,-113,-13,-80
	2013-11-29 15:32:24,	116.621858,	40.303838,	45.10,	29.33,	10,	175.15,7.57,8.87,2.16,103,-113,-12,-81
	2013-11-29 15:32:25,	116.621865,	40.303768,	45.10,	28.70,	10,	175.19,8.20,9.60,2.30,,,,
	2013-11-29 15:32:26,	116.621865,	40.303768,	45.10,	28.70,	10,	175.19,5.70,7.64,1.07,103,-112,-12,-81
	2013-11-29 15:32:27,	116.621882,	40.303628,	45.00,	28.11,	10,	174.95,-0.95,-0.03,-4.14,103,-112,-11,-81
	2013-11-29 15:32:28,	116.621890,	40.303558,	44.90,	28.04,	10,	174.56,-1.89,-0.55,-4.48,,,,
	2013-11-29 15:32:29,	116.621898,	40.303488,	44.90,	27.93,	10,	174.31,-1.06,-0.13,-4.25,103,-114,-14,-79
	2013-11-29 15:32:30,	116.621907,	40.303420,	44.90,	27.85,	10,	174.57,-0.95,0.13,-4.16,,,,
	2013-11-29 15:32:31,	116.621907,	40.303420,	44.90,	27.85,	10,	174.57,10.53,11.18,2.50,104,-112,-11,-80
	2013-11-29 15:32:32,	116.621920,	40.303280,	44.70,	28.02,	10,	175.95,11.11,12.43,2.91,104,-112,-12,-80
	2013-11-29 15:32:33,	116.621925,	40.303208,	44.60,	28.30,	10,	175.96,11.93,13.57,3.86,104,-109,-11,-78
	2013-11-29 15:32:34,	116.621932,	40.303137,	44.50,	28.52,	9,	175.92,11.86,14.29,3.86,104,-110,-11,-79
	2013-11-29 15:32:35,	116.621938,	40.303067,	44.40,	28.65,	10,	175.72,11.93,12.84,2.63,104,-109,-11,-78
	2013-11-29 15:32:36,	116.621938,	40.303067,	44.40,	28.65,	10,	175.72,13.91,14.42,2.20,104,-108,-9,-78
	2013-11-29 15:32:37,	116.621953,	40.302923,	44.40,	28.59,	10,	175.47,12.98,15.00,3.92,104,-107,-10,-78
	2013-11-29 15:32:38,	116.621960,	40.302853,	44.30,	28.35,	10,	175.69,8.50,11.50,1.45,104,-106,-11,-75
	2013-11-29 15:32:39,	116.621967,	40.302783,	44.30,	28.13,	10,	175.28,5.86,7.01,-0.61,104,-106,-9,-76
	2013-11-29 15:32:40,	116.621975,	40.302713,	44.20,	27.87,	10,	175.06,4.83,6.40,-0.63,104,-107,-10,-76
	2013-11-29 15:32:41,	116.621983,	40.302645,	44.20,	27.67,	10,	174.97,5.71,7.06,-0.61,104,-106,-9,-77
	2013-11-29 15:32:42,	116.621992,	40.302577,	44.10,	27.63,	10,	0.00,5.07,6.87,-0.46,104,-105,-10,-75
	2013-11-29 15:32:43,	116.621998,	40.302507,	0.00,	27.61,	10,	174.67,4.34,6.25,-0.52,104,-105,-10,-76
	2013-11-29 15:32:44,	116.622007,	40.302438,	0.00,	27.70,	10,	175.06,2.95,5.00,-1.11,104,-107,-12,-75
	2013-11-29 15:32:45,	116.622013,	40.302370,	44.00,	27.74,	10,	175.38,-1.11,-0.10,-4.25,104,-108,-12,-76
	2013-11-29 15:32:46,	116.622020,	40.302300,	44.00,	27.70,	10,	175.39,-0.05,0.74,-3.78,104,-108,-12,-75
	2013-11-29 15:32:47,	116.622028,	40.302232,	44.00,	0.00,	10,	0.00,0.19,1.47,-2.99,104,-109,-14,-75
	2013-11-29 15:32:48,	116.622037,	40.302162,	43.90,	27.70,	10,	174.61,0.06,1.40,-3.02,104,-107,-12,-75
	2013-11-29 15:32:49,	116.622043,	40.302093,	0.00,	27.76,	10,	174.88,0.29,1.27,-3.11,104,-107,-11,-74
	2013-11-29 15:32:50,	116.622052,	40.302025,	0.00,	27.69,	10,	174.79,-3.13,-1.15,-5.26,104,-108,-14,-74
	2013-11-29 15:32:51,	116.622058,	40.301957,	0.00,	27.31,	10,	174.94,-1.45,0.47,-4.21,104,-106,-13,-73
	2013-11-29 15:32:52,	116.622065,	40.301893,	0.00,	26.52,	10,	175.60,1.45,3.60,-1.74,104,-107,-12,-71
	2013-11-29 15:32:53,	116.622070,	40.301833,	43.80,	25.07,	10,	175.64,-5.90,-2.86,-6.73,104,-105,-16,-66
	2013-11-29 15:32:54,	116.622075,	40.301780,	43.80,	23.06,	9,	175.48,9.45,10.58,2.84,,,,
	2013-11-29 15:32:55,	116.622080,	40.301737,	43.80,	19.46,	9,	175.65,12.55,14.84,6.76,103,-101,-11,-71
	2013-11-29 15:32:56,	116.622083,	40.301703,	43.70,	15.09,	9,	175.73,15.50,15.66,7.68,,,,
	2013-11-29 15:32:57,	116.622085,	40.301675,	0.00,	11.94,	9,	175.32,14.64,16.26,8.23,103,-104,-11,-73
	2013-11-29 15:32:58,	116.622088,	40.301648,	43.70,	11.09,	9,	174.93,10.67,13.68,5.31,103,-102,-13,-69
	2013-11-29 15:32:59,	116.622092,	40.301620,	43.70,	10.78,	10,	174.14,15.62,16.89,6.87,103,-103,-10,-73
	2013-11-29 15:33:00,	116.622097,	40.301585,	43.70,	12.74,	10,	174.05,15.91,16.07,7.27,103,-100,-9,-72
	2013-11-29 15:33:01,	116.622100,	40.301548,	43.60,	14.69,	10,	174.84,16.28,16.91,8.14,103,-101,-12,-69
	2013-11-29 15:33:02,	116.622105,	40.301507,	43.60,	16.15,	9,	174.80,11.86,14.86,7.35,103,-102,-10,-72
	2013-11-29 15:33:03,	116.622108,	40.301467,	43.60,	16.69,	9,	176.01,17.05,17.73,8.92,103,-99,-10,-69
	2013-11-29 15:33:04,	116.622112,	40.301432,	43.60,	15.20,	9,	175.56,16.10,17.38,10.46,103,-96,-12,-64
	2013-11-29 15:33:05,	116.622117,	40.301402,	43.50,	13.13,	9,	173.65,17.92,17.41,7.95,103,-97,-13,-63
	2013-11-29 15:33:06,	116.622123,	40.301368,	43.50,	12.33,	9,	172.50,13.09,15.81,9.60,103,-97,-12,-65
	2013-11-29 15:33:07,	116.622133,	40.301332,	43.50,	14.31,	9,	169.83,14.51,16.66,10.98,103,-95,-10,-66
	2013-11-29 15:33:08,	116.622147,	40.301290,	43.50,	16.19,	9,	167.74,17.32,16.61,10.05,103,-94,-12,-63
	2013-11-29 15:33:09,	116.622163,	40.301247,	43.50,	17.65,	9,	164.26,17.09,18.52,12.46,103,-92,-11,-62
	2013-11-29 15:33:10,	116.622185,	40.301202,	43.50,	18.80,	9,	161.05,15.71,17.75,11.53,103,-93,-11,-62
	2013-11-29 15:33:11,	116.622210,	40.301157,	43.50,	19.59,	9,	158.35,17.89,17.25,10.41,103,-90,-11,-60
	2013-11-29 15:33:12,	116.622265,	40.301065,	43.40,	20.22,	9,	155.35,20.81,18.65,14.63,103,-86,-8,-58
	2013-11-29 15:33:13,	116.622265,	40.301065,	43.40,	20.22,	9,	155.35,26.11,20.59,12.14,103,-87,-10,-57
	2013-11-29 15:33:14,	116.622297,	40.301017,	43.40,	0.00,	9,	0.00,16.07,18.42,8.06,103,-91,-11,-61
	2013-11-29 15:33:15,	116.622332,	40.300967,	43.30,	22.22,	9,	152.47,19.32,19.08,7.86,103,-95,-9,-66
	2013-11-29 15:33:16,	116.622332,	40.300967,	43.30,	22.22,	9,	152.47,10.92,12.70,6.01,103,-94,-11,-64
	2013-11-29 15:33:17,	116.622460,	40.300820,	43.30,	23.98,	9,	145.51,14.89,14.93,2.38,103,-99,-12,-65
	2013-11-29 15:33:18,	116.622460,	40.300820,	43.30,	23.98,	9,	145.51,14.73,15.00,4.65,103,-93,-11,-63
	2013-11-29 15:33:19,	116.622460,	40.300820,	43.30,	23.98,	9,	145.51,21.07,17.81,6.67,103,-91,-11,-61
	2013-11-29 15:33:20,	116.622560,	40.300723,	43.30,	24.67,	9,	141.55,21.14,17.92,5.70,103,-85,-10,-55
	2013-11-29 15:33:21,	116.622560,	40.300723,	43.30,	24.67,	9,	141.55,19.49,17.14,5.57,103,-93,-11,-62
	2013-11-29 15:33:22,	116.622663,	40.300625,	43.30,	25.15,	9,	141.40,12.58,14.45,6.37,103,-93,-11,-61
	2013-11-29 15:33:23,	116.622765,	40.300527,	43.30,	0.00,	9,	0.00,15.08,14.32,6.40,103,-96,-11,-64
	2013-11-29 15:33:24,	116.622765,	40.300527,	43.30,	0.00,	9,	0.00,16.72,15.81,6.84,103,-96,-12,-61
	2013-11-29 15:33:25,	116.622817,	40.300478,	43.20,	0.00,	9,	0.00,14.88,14.61,6.73,103,-91,-11,-58
	2013-11-29 15:33:26,	116.622817,	40.300478,	43.20,	0.00,	9,	0.00,11.86,14.04,6.15,103,-89,-12,-58
	2013-11-29 15:33:27,	116.622930,	40.300387,	43.20,	25.17,	9,	136.87,11.51,14.14,7.04,103,-92,-11,-61
	2013-11-29 15:33:28,	116.622988,	40.300343,	43.20,	0.00,	9,	0.00,12.04,14.27,7.30,103,-94,-11,-62
	2013-11-29 15:33:29,	116.623050,	40.300302,	43.20,	25.19,	9,	133.15,13.75,14.14,5.89,103,-90,-13,-58
	2013-11-29 15:33:30,	116.623113,	40.300262,	43.10,	25.06,	9,	130.77,5.36,11.44,2.26,103,-93,-11,-59
	2013-11-29 15:33:31,	116.623113,	40.300262,	43.10,	25.06,	9,	130.77,11.66,14.11,2.70,,,,
	2013-11-29 15:33:32,	116.623245,	40.300188,	42.90,	25.02,	9,	126.35,13.75,14.54,3.63,104,-83,-7,-56
	2013-11-29 15:33:33,	116.623312,	40.300155,	42.80,	24.83,	9,	124.65,14.19,14.57,5.29,104,-86,-8,-58
	2013-11-29 15:33:34,	116.623377,	40.300122,	42.80,	24.31,	9,	124.12,12.67,13.95,2.34,104,-84,-7,-57
	2013-11-29 15:33:35,	116.623443,	40.300090,	42.70,	23.87,	9,	123.74,11.79,13.34,1.77,104,-85,-7,-58
	2013-11-29 15:33:36,	116.623443,	40.300090,	42.70,	23.87,	9,	123.74,13.14,13.64,3.80,104,-83,-7,-56
	2013-11-29 15:33:37,	116.623573,	40.300030,	42.50,	23.30,	9,	121.07,11.81,12.79,4.43,104,-84,-8,-57
	2013-11-29 15:33:38,	116.623640,	40.300003,	42.40,	23.07,	10,	120.12,13.57,14.91,6.70,104,-83,-7,-57
	2013-11-29 15:33:39,	116.623707,	40.299978,	42.30,	22.93,	10,	118.29,13.77,14.86,8.08,104,-85,-7,-58
	2013-11-29 15:33:40,	116.623772,	40.299957,	42.20,	22.57,	10,	115.06,13.68,14.52,6.98,104,-85,-7,-58
	2013-11-29 15:33:41,	116.623772,	40.299957,	42.20,	22.57,	10,	115.06,16.72,15.75,4.98,104,-84,-8,-56
	2013-11-29 15:33:42,	116.623902,	40.299922,	41.90,	20.93,	10,	109.82,15.21,16.34,7.42,104,-83,-7,-56
	2013-11-29 15:33:43,	116.623967,	40.299903,	41.60,	20.87,	10,	108.15,18.29,16.43,8.85,104,-85,-7,-58
	2013-11-29 15:33:44,	116.624030,	40.299880,	41.40,	21.07,	10,	112.41,17.94,18.74,8.71,104,-79,-7,-53
	2013-11-29 15:33:45,	116.624093,	40.299855,	41.30,	21.70,	10,	118.20,21.61,19.28,8.58,104,-81,-7,-54
	2013-11-29 15:33:46,	116.624093,	40.299855,	41.30,	21.70,	10,	118.20,17.32,17.14,8.14,104,-81,-7,-55
	2013-11-29 15:33:47,	116.624225,	40.299817,	41.00,	21.85,	10,	111.88,17.05,16.96,11.21,104,-84,-7,-57
	2013-11-29 15:33:48,	116.624292,	40.299815,	40.80,	20.80,	10,	98.89,19.57,19.89,11.63,104,-86,-7,-59
	2013-11-29 15:33:49,	116.624355,	40.299818,	40.60,	20.02,	10,	89.06,17.97,17.41,9.51,104,-87,-8,-59
	2013-11-29 15:33:50,	116.624417,	40.299827,	40.40,	19.31,	10,	83.00,19.39,18.65,11.36,104,-86,-7,-59
	2013-11-29 15:33:51,	116.624417,	40.299827,	40.40,	19.31,	10,	83.00,24.71,21.26,13.86,104,-87,-7,-60
	2013-11-29 15:33:52,	116.624538,	40.299853,	39.80,	18.74,	10,	76.12,26.25,20.11,15.99,104,-82,-7,-55
	2013-11-29 15:33:53,	116.624600,	40.299873,	39.30,	20.22,	10,	69.76,25.11,22.40,12.58,104,-83,-9,-54
	2013-11-29 15:33:54,	116.624663,	40.299902,	39.00,	21.52,	10,	64.04,21.24,19.46,13.61,104,-81,-8,-52
	2013-11-29 15:33:55,	116.624727,	40.299932,	38.90,	22.37,	10,	59.35,19.03,18.45,14.23,104,-82,-8,-54
	2013-11-29 15:33:56,	116.624790,	40.299963,	38.80,	22.96,	10,	57.63,21.07,21.16,12.70,104,-77,-10,-47
	2013-11-29 15:33:57,	116.624853,	40.299997,	38.80,	0.00,	10,	0.00,23.45,19.82,11.36,104,-82,-11,-51
	2013-11-29 15:33:58,	116.624918,	40.300027,	38.80,	23.11,	10,	57.05,19.93,19.33,14.45,104,-83,-10,-53
	2013-11-29 15:33:59,	116.624982,	40.300058,	38.90,	23.06,	10,	57.30,22.72,19.48,13.57,104,-81,-9,-52
	2013-11-29 15:34:00,	116.625045,	40.300092,	38.90,	23.15,	10,	56.80,21.00,18.30,12.27,104,-84,-10,-53
	2013-11-29 15:34:01,	116.625107,	40.300123,	38.90,	22.91,	10,	55.59,14.58,16.14,11.20,104,-85,-11,-54
	2013-11-29 15:34:02,	116.625168,	40.300155,	39.00,	22.56,	10,	57.41,16.58,17.04,7.97,104,-83,-10,-53
	2013-11-29 15:34:03,	116.625227,	40.300187,	0.00,	22.06,	10,	56.50,21.21,19.54,13.61,,,,
	2013-11-29 15:34:04,	116.625283,	40.300220,	0.00,	22.00,	10,	52.57,21.05,18.52,14.14,104,-87,-10,-57
	2013-11-29 15:34:05,	116.625343,	40.300253,	39.30,	22.11,	10,	52.16,22.72,21.94,13.54,104,-90,-9,-60
	2013-11-29 15:34:06,	116.625405,	40.300287,	39.40,	22.52,	10,	55.40,18.72,19.18,14.14,104,-90,-10,-59
	2013-11-29 15:34:07,	116.625468,	40.300322,	39.50,	23.44,	10,	55.54,21.67,21.65,12.33,104,-93,-9,-64
	2013-11-29 15:34:08,	116.625535,	40.300358,	39.60,	24.35,	9,	53.73,18.75,19.45,12.46,104,-93,-10,-63
	2013-11-29 15:34:09,	116.625600,	40.300400,	39.70,	25.02,	8,	51.99,20.63,20.62,14.45,104,-92,-10,-63
	2013-11-29 15:34:10,	116.625665,	40.300442,	39.80,	25.78,	9,	50.29,16.70,16.64,11.55,104,-97,-9,-68
	2013-11-29 15:34:11,	116.625732,	40.300485,	39.90,	26.28,	9,	49.39,15.65,16.34,9.97,104,-97,-9,-68
	2013-11-29 15:34:12,	116.625800,	40.300525,	0.00,	26.57,	9,	50.41,15.56,16.41,9.94,104,-99,-10,-69
	2013-11-29 15:34:13,	116.625872,	40.300563,	40.30,	26.39,	9,	52.85,15.50,17.00,10.00,104,-101,-12,-70
	2013-11-29 15:34:14,	116.625947,	40.300600,	40.50,	26.50,	9,	55.22,15.53,15.95,9.94,104,-101,-11,-70
	2013-11-29 15:34:15,	116.626020,	40.300637,	40.50,	26.78,	8,	57.28,14.80,15.34,7.25,104,-102,-12,-71
	2013-11-29 15:34:16,	116.626095,	40.300672,	40.50,	26.89,	8,	57.95,14.29,14.75,6.84,104,-103,-9,-74
	2013-11-29 15:34:17,	116.626170,	40.300707,	40.50,	26.67,	8,	58.11,13.16,14.56,6.05,104,-103,-12,-71
	2013-11-29 15:34:18,	116.626243,	40.300742,	40.60,	26.30,	8,	58.51,10.38,13.39,4.46,104,-105,-11,-73
	2013-11-29 15:34:19,	116.626317,	40.300777,	40.60,	26.15,	8,	58.83,12.49,14.35,6.73,104,-105,-10,-75
	2013-11-29 15:34:20,	116.626388,	40.300813,	40.60,	26.20,	8,	57.85,11.91,13.66,5.23,104,-106,-12,-74
	2013-11-29 15:34:21,	116.626458,	40.300850,	40.60,	26.11,	8,	56.25,11.63,12.17,5.15,104,-106,-12,-75
	2013-11-29 15:34:22,	116.626528,	40.300887,	40.70,	25.96,	10,	54.60,12.04,14.41,5.73,104,-106,-11,-76
	2013-11-29 15:34:23,	116.626598,	40.300923,	40.70,	25.72,	9,	55.69,12.30,13.47,4.53,104,-106,-13,-74
	2013-11-29 15:34:24,	116.626668,	40.300960,	40.70,	25.57,	9,	56.04,11.36,13.59,4.83,104,-108,-12,-76
	2013-11-29 15:34:25,	116.626668,	40.300960,	40.70,	25.57,	9,	56.04,10.21,11.90,5.43,104,-105,-11,-74
	2013-11-29 15:34:26,	116.626668,	40.300960,	40.70,	25.57,	9,	56.04,9.35,11.83,3.89,104,-107,-12,-75
	2013-11-29 15:34:27,	116.626808,	40.301032,	40.70,	25.56,	9,	56.34,11.26,13.03,4.31,104,-107,-12,-75
	2013-11-29 15:34:28,	116.627005,	40.301135,	40.70,	23.98,	9,	56.04,7.30,11.42,3.69,104,-108,-12,-76
	2013-11-29 15:34:29,	116.627005,	40.301135,	40.70,	23.98,	9,	56.04,10.00,12.11,4.08,104,-106,-11,-76
	2013-11-29 15:34:30,	116.627055,	40.301168,	40.80,	0.00,	9,	0.00,12.11,12.61,4.79,104,-98,-12,-67
	2013-11-29 15:34:31,	116.627055,	40.301168,	40.80,	0.00,	9,	0.00,11.05,13.91,3.86,104,-104,-11,-74
	2013-11-29 15:34:32,	116.627110,	40.301238,	41.20,	16.07,	9,	31.50,8.52,12.46,2.04,104,-101,-13,-69
	2013-11-29 15:34:33,	116.627120,	40.301278,	41.40,	0.00,	9,	0.00,11.79,15.54,2.57,104,-99,-9,-70
	2013-11-29 15:34:34,	116.627137,	40.301377,	41.90,	0.00,	10,	0.00,6.52,14.04,0.79,104,-100,-12,-68
	2013-11-29 15:34:35,	116.627137,	40.301377,	41.90,	0.00,	10,	0.00,9.83,12.17,2.76,104,-96,-8,-68
	2013-11-29 15:34:36,	116.627137,	40.301377,	41.90,	0.00,	10,	0.00,9.32,13.86,4.76,104,-97,-14,-63
	2013-11-29 15:34:37,	116.627157,	40.301492,	42.10,	23.22,	10,	7.20,14.79,17.22,3.60,104,-93,-12,-61
	2013-11-29 15:34:38,	116.627170,	40.301612,	42.00,	23.41,	10,	6.01,8.99,13.71,3.00,104,-98,-12,-65
	2013-11-29 15:34:39,	116.627170,	40.301612,	42.00,	23.41,	10,	6.01,13.82,16.82,11.51,104,-96,-10,-65
	2013-11-29 15:34:40,	116.627177,	40.301673,	41.90,	24.33,	10,	5.43,8.45,12.39,3.86,104,-103,-14,-67
	2013-11-29 15:34:41,	116.627177,	40.301673,	41.90,	24.33,	10,	5.43,7.89,11.84,5.73,104,-102,-19,-64
	2013-11-29 15:34:42,	116.627185,	40.301798,	41.60,	24.76,	9,	3.64,13.54,14.04,6.37,,,,
	2013-11-29 15:34:43,	116.627188,	40.301860,	41.50,	0.00,	9,	0.00,9.66,9.80,1.99,105,-96,-7,-70
	2013-11-29 15:34:44,	116.627190,	40.301920,	41.40,	24.31,	9,	2.25,5.55,7.71,2.26,105,-99,-9,-70
	2013-11-29 15:34:45,	116.627193,	40.301982,	41.40,	24.31,	10,	1.70,7.35,7.12,1.07,105,-103,-8,-74
	2013-11-29 15:34:46,	116.627193,	40.301982,	41.40,	24.31,	10,	1.70,4.21,6.28,0.68,105,-101,-8,-74
	2013-11-29 15:34:47,	116.627207,	40.302100,	41.40,	23.22,	10,	4.61,2.02,3.78,-1.11,105,-104,-9,-75
	2013-11-29 15:34:48,	116.627212,	40.302160,	41.20,	23.57,	10,	5.54,2.18,2.93,-1.24,105,-109,-10,-79
	2013-11-29 15:34:49,	116.627218,	40.302218,	41.10,	23.91,	10,	4.34,2.74,4.46,-0.11,105,-110,-11,-79
	2013-11-29 15:34:50,	116.627223,	40.302277,	41.00,	23.50,	9,	4.97,1.54,4.08,-1.04,105,-111,-12,-79
	2013-11-29 15:34:51,	116.627223,	40.302277,	41.00,	23.50,	9,	4.97,3.48,5.82,-0.79,,,,
	2013-11-29 15:34:52,	116.627230,	40.302393,	40.80,	22.93,	10,	2.69,-14.77,0.98,-3.02,100,-110,-10,-80
	2013-11-29 15:34:53,	116.627230,	40.302453,	40.80,	23.39,	10,	0.99,-8.24,1.57,-2.70,100,-109,-10,-79
	2013-11-29 15:34:54,	116.627232,	40.302512,	40.90,	23.41,	10,	0.49,-9.99,-7.97,-9.66,100,-110,-10,-80
	2013-11-29 15:34:55,	116.627233,	40.302572,	41.00,	23.81,	10,	1.11,-14.07,0.68,-3.11,100,-109,-9,-81
	2013-11-29 15:34:56,	116.627233,	40.302572,	41.00,	23.81,	10,	1.11,-16.32,0.47,-3.11,100,-111,-12,-80
	2013-11-29 15:34:57,	116.627240,	40.302690,	41.00,	23.70,	9,	2.90,-7.13,0.59,-3.20,100,-112,-9,-82
	2013-11-29 15:34:58,	116.627245,	40.302745,	41.00,	22.54,	10,	4.00,-15.87,-4.23,-6.89,100,-111,-9,-81
	2013-11-29 15:34:59,	116.627253,	40.302802,	41.00,	21.76,	10,	5.54,-8.75,0.62,-3.70,100,-108,-8,-80
	2013-11-29 15:35:00,	116.627262,	40.302858,	41.10,	22.37,	9,	7.86,-18.51,-5.34,-7.79,100,-112,-9,-82
	2013-11-29 15:35:01,	116.627267,	40.302917,	41.20,	22.96,	9,	6.25,-13.35,-1.20,-2.95,100,-112,-11,-80
	2013-11-29 15:35:02,	116.627270,	40.302975,	41.30,	0.00,	8,	0.00,-15.85,1.12,-2.57,100,-111,-9,-82
	2013-11-29 15:35:03,	116.627273,	40.303033,	41.30,	23.07,	8,	1.94,-7.92,-3.38,-6.04,100,-106,-8,-78
	2013-11-29 15:35:04,	116.627278,	40.303093,	41.30,	23.67,	8,	3.60,-11.43,1.82,-2.60,,,,
	2013-11-29 15:35:05,	116.627285,	40.303155,	41.30,	24.20,	9,	4.35,-8.36,1.64,-2.30,100,-107,-9,-79
	2013-11-29 15:35:06,	116.627292,	40.303217,	41.30,	24.59,	9,	4.78,-7.71,0.74,-2.39,100,-109,-9,-81
	2013-11-29 15:35:07,	116.627298,	40.303280,	41.40,	25.11,	9,	5.39,-7.09,2.59,-1.64,100,-107,-8,-79
	2013-11-29 15:35:08,	116.627305,	40.303343,	0.00,	25.15,	9,	5.34,-21.39,-3.06,-6.71,100,-111,-8,-82
	2013-11-29 15:35:09,	116.627312,	40.303407,	0.00,	25.57,	8,	3.83,9.83,11.95,2.88,100,-111,-8,-84
	2013-11-29 15:35:10,	116.627318,	40.303470,	41.30,	25.57,	8,	4.74,13.11,13.71,2.38,100,-108,-10,-78
	2013-11-29 15:35:11,	116.627325,	40.303533,	41.40,	25.39,	9,	4.77,12.93,13.84,2.55,100,-105,-8,-77
	2013-11-29 15:35:12,	116.627330,	40.303595,	41.50,	0.00,	9,	0.00,7.06,8.67,1.20,100,-108,-10,-78
	2013-11-29 15:35:13,	116.627335,	40.303657,	0.00,	24.44,	9,	4.48,7.93,10.07,1.75,,,,
	2013-11-29 15:35:14,	116.627340,	40.303718,	0.00,	24.52,	9,	4.28,11.26,12.39,2.86,100,-106,-10,-76
	2013-11-29 15:35:15,	116.627345,	40.303780,	0.00,	24.48,	9,	3.91,10.07,12.14,4.83,100,-110,-10,-80
	2013-11-29 15:35:16,	116.627348,	40.303840,	0.00,	24.39,	9,	3.95,11.79,12.64,4.21,100,-108,-9,-79
	2013-11-29 15:35:17,	116.627352,	40.303900,	0.00,	24.07,	10,	3.24,9.57,11.36,3.86,,,,
	2013-11-29 15:35:18,	116.627355,	40.303962,	42.10,	24.20,	9,	2.90,10.90,10.43,2.42,100,-108,-8,-80
	2013-11-29 15:35:19,	116.627358,	40.304022,	41.90,	24.39,	9,	2.50,8.87,11.38,4.43,,,,
	2013-11-29 15:35:20,	116.627362,	40.304078,	0.00,	23.70,	10,	2.50,11.46,14.00,6.67,100,-111,-9,-81
	2013-11-29 15:35:21,	116.627363,	40.304132,	42.00,	21.67,	10,	2.57,13.64,14.29,5.11,100,-103,-9,-74
	2013-11-29 15:35:22,	116.627367,	40.304180,	0.00,	19.91,	10,	3.54,12.36,14.27,2.44,100,-112,-9,-82
	2013-11-29 15:35:23,	116.627372,	40.304223,	42.30,	18.78,	10,	4.36,9.01,11.66,2.40,100,-108,-9,-79
